applicant_name,career_stage,country,first_time,gender,subfield
Faith Sevick,student,OECD,first_time,female,solar
Danny Allen,student,OECD,first_time,male,astrophysics
George Baeza,senior-faculty,OECD,returning,other,cosmology
William Mowrey,junior-faculty,OECD,first_time,male,astrophysics
Michael Corona,student,non-OECD,returning,male,cosmology
Gregory Anderson,student,OECD,returning,male,exoplanets
Kurt Jones,senior-faculty,OECD,first_time,male,cosmology
Michael Fore,senior-faculty,non-OECD,returning,male,astrophysics
Rafael Head,student,OECD,returning,male,solar
Lester Krieger,student,OECD,returning,male,solar
Robert Delacruz,senior-faculty,non-OECD,returning,male,
Steven Rice,junior-faculty,OECD,first_time,male,cosmology
Richard Mcconnell,senior-faculty,OECD,returning,male,solar
Clint Mintz,student,OECD,first_time,male,cosmology
Jacob Covington,student,OECD,first_time,male,cosmology
Mario Christian,senior-faculty,OECD,returning,male,solar
James Davis,junior-faculty,non-OECD,first_time,male,cosmology
David Byrd,junior-faculty,OECD,first_time,male,cosmology
Benedict Clarke,student,OECD,returning,male,cosmology
Ronald Hall,senior-faculty,non-OECD,returning,male,exoplanets
Joshua Jones,junior-faculty,OECD,first_time,male,cosmology
Susan Strickland,senior-faculty,OECD,returning,female,astrophysics
Joshua Rios,senior-faculty,OECD,first_time,male,cosmology
Jennifer Goble,junior-faculty,non-OECD,returning,female,solar
Dylan Garcia,senior-faculty,OECD,returning,male,exoplanets
James Arnold,student,OECD,first_time,male,
Roosevelt Bannister,senior-faculty,OECD,first_time,male,solar
Robert James,junior-faculty,non-OECD,returning,other,solar
Suzanne Ortiz,senior-faculty,,first_time,female,exoplanets
Robert Harris,senior-faculty,OECD,returning,male,cosmology
