applicant_name,career_stage,country,first_time,gender,subfield
Mary Banville,junior-faculty,OECD,returning,female,astrophysics
Charles Klatt,junior-faculty,OECD,first_time,male,exoplanets
Raymond Morrison,senior-faculty,non-OECD,first_time,male,exoplanets
Randy Cunningham,senior-faculty,OECD,returning,male,cosmology
Jeanette Soto,junior-faculty,OECD,returning,female,cosmology
Frank Monaghan,student,OECD,first_time,male,solar
Michael Mccoy,junior-faculty,OECD,returning,male,exoplanets
John Robinson,junior-faculty,OECD,returning,male,exoplanets
Michael Heverly,senior-faculty,OECD,returning,male,exoplanets
Harry Prevatte,senior-faculty,OECD,returning,male,cosmology
Robert Kilmer,student,OECD,returning,male,cosmology
Carson Thompson,junior-faculty,OECD,returning,other,astrophysics
Peter Foster,junior-faculty,OECD,returning,male,exoplanets
Vernon Bashir,senior-faculty,OECD,first_time,male,astrophysics
Mike Larson,junior-faculty,OECD,returning,male,exoplanets
Robert Williams,junior-faculty,OECD,returning,other,astrophysics
Alvin Cooper,senior-faculty,OECD,returning,male,exoplanets
Anthony Bagwell,junior-faculty,OECD,first_time,male,cosmology
Jeremy Krauss,junior-faculty,OECD,first_time,male,exoplanets
Trevor Smith,junior-faculty,OECD,returning,male,solar
Michael Haynes,junior-faculty,non-OECD,returning,male,solar
Percy Houston,senior-faculty,OECD,first_time,male,
Julian Frazier,student,OECD,returning,male,solar
Larry Lopez,senior-faculty,OECD,first_time,male,exoplanets
Marissa Denney,student,OECD,first_time,female,exoplanets
Steven Smiley,senior-faculty,OECD,returning,male,exoplanets
Dolores Williams,junior-faculty,OECD,first_time,female,solar
James Mitchell,senior-faculty,OECD,returning,male,solar
Patrick Robertson,junior-faculty,OECD,returning,male,astrophysics
James Delamora,student,OECD,returning,male,cosmology
